d,reservas_musd,EMAE,IPC_VAR,Base_Monetaria,saldo comercial,Precio_Maiz,Precio_Trigo,Precio_Soja,Brecha_Usd,Tasa_Badlar,riesgo_pais,Tasa de interes Internacional,VIX,reservas_lag1,EMAE_lag1,target_reservas_next_month,cepo,cosecha_gruesa,sequia,anio_electoral,cosecha_efectiva,desembolso_fmi,trimestre,es_diciembre,brecha_promedio_3m
2024-05-31,28583.51612903226,142.59713499358517,0.042,11650031.33333333,2654.42,189.587905861801,227.430770416667,447.494333315217,0.082333854800394,71.28125,1297.78,5.08,14.0,28349.0,140.97930162334268,29491.133333333328,1,1,0,0,1,0,2,0,0.03942483405929167
2024-06-30,29491.133333333328,143.43131650988747,0.046,11650031.33333333,1879.78,201.308270188492,205.226054898333,430.9714502625,0.082333854800394,71.28125,1455.0,5.12,13.93,28583.51612903226,142.59713499358517,28163.70967741936,1,1,0,0,1,0,2,0,0.082333854800394
2024-07-31,28163.70967741936,146.88334745461847,0.04,11650031.33333333,1458.74,202.829961026786,183.225634166667,411.082125391304,0.082333854800394,71.28125,1535.7,5.33,15.85,29491.133333333328,143.43131650988747,27537.70967741936,1,1,0,0,1,0,3,0,0.082333854800394
2024-08-31,27537.70967741936,147.78993628244422,0.042,11650031.33333333,1874.84,214.359926785714,175.510466266667,361.829410329545,0.082333854800394,71.28125,1530.41,5.33,15.17,28163.70967741936,146.88334745461847,27580.83333333333,1,0,0,0,0,0,3,0,0.082333854800394
2024-09-30,27580.83333333333,147.71747982453553,0.035,11650031.33333333,981.92,221.25454431391,188.505216574074,372.09557625,0.082333854800394,71.28125,1380.48,5.33,18.89,27537.70967741936,147.78993628244422,28706.35483870968,1,0,0,0,0,0,3,0,0.082333854800394
2024-10-31,28706.35483870968,149.08210138939413,0.027,11650031.33333333,911.79,207.751690816327,197.371945833333,368.491384434783,0.082333854800394,71.28125,1101.09,5.33,14.02,27580.83333333333,147.71747982453553,30272.56666666667,1,0,0,0,0,0,4,0,0.082333854800394
2024-11-30,30272.56666666667,150.61436041445128,0.024,11650031.33333333,1276.93,215.569093367347,185.734787082456,365.51670425,0.082333854800394,71.28125,804.95,5.33,12.72,28706.35483870968,149.08210138939413,31751.74193548387,1,0,0,0,0,0,4,0,0.082333854800394
2024-12-31,31751.74193548387,152.26781126170107,0.027,11650031.33333333,1681.61,204.808448129252,185.7943505,361.236500625,0.082333854800394,71.28125,691.59,5.33,13.39,30272.56666666667,150.61436041445128,30733.93548387097,1,0,0,0,0,0,4,1,0.082333854800394
2025-01-31,30733.93548387097,152.09870040560742,0.022,11650031.33333333,162.1,195.719077321429,190.629642063492,377.853040173913,0.082333854800394,71.28125,610.74,5.33,13.98,31751.74193548387,152.26781126170107,28735.85714285714,1,0,0,0,0,0,1,0,0.082333854800394
2025-02-28,28735.85714285714,153.15327910648915,0.024,11650031.33333333,275.42,195.719077321429,190.102642110526,382.0839574125,0.082333854800394,71.28125,698.3,5.33,13.79,30733.93548387097,152.09870040560742,27251.22580645161,1,0,0,0,0,0,1,0,0.082333854800394
2025-03-31,27251.22580645161,150.59796479701404,0.037,11650031.33333333,623.5,195.719077321429,179.606542063492,369.344173,0.082333854800394,71.28125,753.95,5.33,16.14,28735.85714285714,153.15327910648915,32301.2,1,0,0,0,0,0,1,0,0.082333854800394
2025-04-30,32301.2,152.42841928158077,0.028,11650031.33333333,214.37,195.719077321429,174.81674265873,378.066199057543,0.082333854800394,71.28125,799.18,5.33,13.06,27251.22580645161,150.59796479701404,38325.29032258064,1,1,0,0,1,0,2,0,0.082333854800394
2025-05-31,38325.29032258064,152.0558950505643,0.015,11650031.33333333,607.21,195.719077321429,196.841071428571,387.649984285498,0.082333854800394,71.28125,683.81,5.33,12.67,32301.2,152.42841928158077,39759.533333333326,1,1,0,0,1,0,2,0,0.082333854800394
2025-06-30,39759.533333333326,151.08745963100577,0.016,11650031.33333333,879.35,195.719077321429,173.194763481667,383.520686995902,0.082333854800394,71.28125,688.17,5.33,14.37,38325.29032258064,152.0558950505643,40286.03225806452,1,1,0,0,1,0,2,0,0.082333854800394
2025-07-31,40286.03225806452,150.8881584586482,0.019,11650031.33333333,906.88,195.719077321429,173.194763481667,383.520686995902,0.082333854800394,71.28125,728.19,5.33,19.31,39759.533333333326,151.08745963100577,41916.548387096766,1,1,0,0,1,0,3,0,0.082333854800394
2025-08-31,41916.548387096766,150.8881584586482,0.019,11650031.33333333,1440.29,195.719077321429,173.194763481667,383.520686995902,0.082333854800394,71.28125,758.1,5.13,17.66,40286.03225806452,150.8881584586482,41916.548387096766,1,0,0,0,0,0,3,0,0.082333854800394
2025-09-30,41916.548387096766,150.8881584586482,0.021,11650031.33333333,920.88,195.719077321429,173.194763481667,383.520686995902,0.082333854800394,71.28125,1089.91,4.83,19.96,41916.548387096766,150.8881584586482,41916.548387096766,1,0,0,0,0,0,3,0,0.082333854800394
2025-10-31,41916.548387096766,150.8881584586482,0.021,11650031.33333333,920.88,195.719077321429,173.194763481667,383.520686995902,0.082333854800394,71.28125,1071.0,4.64,16.02,41916.548387096766,150.8881584586482,,1,0,0,0,0,0,4,0,0.082333854800394
